date,fpo,produce,temperature,humidity,harvest_volume_kg,market_price,storage_days,storage_capacity_kg,storage_demand_kg,utilization_pct,spoilage_risk,future_market_price,storage_cost_per_kg,potential_revenue,decision
2025-03-04 21:00:00,FPO_Nagpur,Cabbage,36.17,68.23,1865,33.94,6,500,500.0,100.0,MEDIUM,33.14,1.9,61811.88,SELL NOW
2025-03-04 22:00:00,FPO_Karnal,Onion,22.0,30.0,1953,23.16,12,1500,1500.0,100.0,LOW,25.3,3.89,49405.89,SELL NOW
2025-03-04 23:00:00,FPO_Karnal,Apple,36.83,45.51,1737,91.38,10,1000,1000.0,100.0,MEDIUM,77.66,1.92,134902.03,SELL NOW
2025-03-05 00:00:00,FPO_Lucknow,Cabbage,33.25,70.41,1469,15.38,1,500,500.0,100.0,LOW,17.53,3.12,25744.47,STORE
2025-03-05 01:00:00,FPO_Ahmedabad,Potato,23.2,80.22,1363,17.74,8,1000,1000.0,100.0,MEDIUM,20.36,2.31,27747.67,STORE
2025-03-05 02:00:00,FPO_Nagpur,Mango,26.52,71.76,1481,56.42,2,2000,1103.11,55.16,LOW,57.34,2.66,84915.86,SELL NOW
2025-03-05 03:00:00,FPO_Indore,Apple,37.1,67.09,816,101.9,3,1500,536.32,35.75,LOW,96.21,3.15,78506.98,SELL NOW
2025-03-05 04:00:00,FPO_Karnal,Mango,18.64,95.0,580,65.04,12,2500,864.11,34.56,MEDIUM,70.77,4.64,41043.95,SELL NOW
2025-03-05 05:00:00,FPO_Jaipur,Potato,36.28,72.37,1047,26.54,5,500,500.0,100.0,MEDIUM,20.04,3.88,20983.96,SELL NOW
2025-03-05 06:00:00,FPO_Nagpur,Apple,33.08,49.33,1701,104.4,6,2500,1276.26,51.05,LOW,99.11,2.1,168591.39,SELL NOW
2025-03-05 07:00:00,FPO_Lucknow,Potato,31.05,80.37,1408,17.21,7,1000,1000.0,100.0,MEDIUM,18.91,4.58,26624.28,SELL NOW
2025-03-05 08:00:00,FPO_Indore,Tomato,28.79,55.38,502,29.92,12,1000,427.71,42.77,LOW,38.98,3.25,19568.87,STORE
2025-03-05 09:00:00,FPO_Ahmedabad,Potato,39.82,54.38,1717,18.33,4,2000,1065.3,53.26,LOW,21.09,2.21,36214.11,STORE
2025-03-05 10:00:00,FPO_Ahmedabad,Mango,40.71,44.29,955,63.0,3,1000,586.12,58.61,LOW,67.49,3.35,64456.8,SELL NOW
2025-03-05 11:00:00,FPO_Lucknow,Onion,24.31,58.83,363,30.21,9,1000,551.26,55.13,LOW,29.86,2.17,10837.87,SELL NOW
2025-03-05 12:00:00,FPO_Lucknow,Potato,31.67,46.56,1867,26.42,4,2500,1137.78,45.51,LOW,26.06,2.79,48648.91,SELL NOW
2025-03-05 13:00:00,FPO_Jaipur,Cabbage,39.25,73.36,1426,36.88,9,2500,1073.41,42.94,MEDIUM,44.29,4.32,63154.01,STORE
2025-03-05 14:00:00,FPO_Karnal,Onion,23.29,63.12,1631,29.84,9,500,500.0,100.0,LOW,39.0,3.81,63604.28,STORE
2025-03-05 15:00:00,FPO_Ahmedabad,Tomato,29.46,44.59,1433,22.48,11,500,500.0,100.0,LOW,31.04,3.17,44475.46,STORE
2025-03-05 16:00:00,FPO_Indore,Apple,34.02,63.78,300,91.84,12,1000,596.35,59.63,MEDIUM,97.93,2.29,29378.03,SELL NOW
2025-03-05 17:00:00,FPO_Nagpur,Apple,15.91,79.91,1669,95.52,14,1500,1500.0,100.0,MEDIUM,100.16,2.49,167158.83,SELL NOW
2025-03-05 18:00:00,FPO_Indore,Onion,32.97,89.33,1097,35.33,3,500,500.0,100.0,MEDIUM,31.16,4.92,34182.16,SELL NOW
2025-03-05 19:00:00,FPO_Nashik,Apple,21.47,38.16,982,102.42,3,1000,577.86,57.79,LOW,102.58,2.7,100735.61,SELL NOW
2025-03-05 20:00:00,FPO_Nashik,Potato,29.15,53.32,1784,23.15,13,2500,1574.58,62.98,LOW,22.58,3.66,40287.54,SELL NOW
2025-03-05 21:00:00,FPO_Lucknow,Onion,34.87,45.66,567,31.91,14,2000,552.38,27.62,LOW,35.26,3.25,19995.22,STORE
2025-03-05 22:00:00,FPO_Jaipur,Mango,15.0,70.3,1462,63.6,11,2500,1503.89,60.16,LOW,70.49,1.58,103054.75,STORE
2025-03-05 23:00:00,FPO_Nashik,Potato,32.72,43.87,926,14.21,13,2500,984.7,39.39,LOW,15.53,4.81,14378.99,SELL NOW
2025-03-06 00:00:00,FPO_Ahmedabad,Potato,40.23,80.89,1514,26.93,8,2000,1301.74,65.09,HIGH,17.47,1.81,26442.54,SELL NOW
2025-03-06 01:00:00,FPO_Indore,Potato,24.8,83.06,571,23.95,1,2500,461.95,18.48,LOW,33.26,3.81,18990.17,STORE
2025-03-06 02:00:00,FPO_Indore,Mango,31.46,77.27,1061,52.8,6,500,500.0,100.0,MEDIUM,51.31,4.34,54439.25,SELL NOW
2025-03-06 03:00:00,FPO_Lucknow,Tomato,36.01,54.24,1654,29.68,6,2500,1202.95,48.12,LOW,28.47,4.12,47081.77,SELL NOW
2025-03-06 04:00:00,FPO_Karnal,Cabbage,18.44,55.19,479,18.49,9,2000,722.46,36.12,LOW,24.71,4.33,11837.12,STORE
2025-03-06 05:00:00,FPO_Karnal,Apple,32.54,58.15,1690,102.55,2,1000,966.83,96.68,LOW,102.97,4.09,174021.83,SELL NOW
2025-03-06 06:00:00,FPO_Nagpur,Onion,34.14,81.58,515,30.6,14,1000,789.41,78.94,HIGH,33.72,3.06,17365.31,SELL NOW
2025-03-06 07:00:00,FPO_Lucknow,Tomato,31.83,39.53,1300,22.95,8,1000,1000.0,100.0,LOW,27.62,4.64,35904.21,STORE
2025-03-06 08:00:00,FPO_Surat,Onion,28.52,70.79,1015,32.07,7,2000,937.1,46.85,LOW,35.82,4.69,36353.81,STORE
2025-03-06 09:00:00,FPO_Nagpur,Apple,22.0,51.0,350,104.05,2,2000,239.28,11.96,LOW,105.79,3.03,37027.02,SELL NOW
2025-03-06 10:00:00,FPO_Surat,Mango,36.35,58.71,1619,57.13,1,500,500.0,100.0,LOW,60.75,3.2,98360.13,SELL NOW
2025-03-06 11:00:00,FPO_Karnal,Potato,28.21,76.04,1208,25.91,4,2000,831.65,41.58,LOW,40.54,3.2,48967.1,STORE
2025-03-06 12:00:00,FPO_Lucknow,Potato,22.58,42.27,1719,20.61,2,1000,1000.0,100.0,LOW,30.08,2.48,51716.01,STORE
2025-03-06 13:00:00,FPO_Surat,Mango,26.09,60.83,1520,64.37,3,2000,1004.33,50.22,LOW,72.17,1.9,109703.9,STORE
2025-03-06 14:00:00,FPO_Lucknow,Tomato,30.21,63.07,868,27.52,14,1500,1042.5,69.5,MEDIUM,32.92,2.42,28576.95,STORE
2025-03-06 15:00:00,FPO_Lucknow,Tomato,18.63,64.44,1933,33.87,2,2500,1315.45,52.62,LOW,45.32,4.45,87609.63,STORE
2025-03-06 16:00:00,FPO_Karnal,Onion,28.11,63.45,606,25.43,14,500,500.0,100.0,MEDIUM,33.27,3.4,20160.52,STORE
2025-03-06 17:00:00,FPO_Nagpur,Mango,25.5,73.35,486,55.58,9,1000,539.04,53.9,LOW,65.55,4.48,31855.0,STORE
2025-03-06 18:00:00,FPO_Nagpur,Tomato,36.02,58.22,1716,24.06,4,1000,1000.0,100.0,MEDIUM,34.21,4.11,58696.22,STORE
2025-03-06 19:00:00,FPO_Lucknow,Mango,16.75,70.48,1116,60.63,1,1500,756.1,50.41,LOW,67.48,2.72,75310.92,STORE
2025-03-06 20:00:00,FPO_Nashik,Apple,33.63,69.95,1759,99.24,8,500,500.0,100.0,MEDIUM,105.35,2.15,185311.97,SELL NOW
2025-03-06 21:00:00,FPO_Jaipur,Potato,36.5,69.29,1679,23.43,4,2500,1140.81,45.63,LOW,25.27,3.49,42422.46,SELL NOW
2025-03-06 22:00:00,FPO_Karnal,Potato,16.98,72.92,691,16.18,14,500,500.0,100.0,MEDIUM,29.31,4.78,20255.14,STORE
2025-03-06 23:00:00,FPO_Jaipur,Potato,17.7,69.23,1232,18.41,10,500,500.0,100.0,LOW,21.56,4.44,26562.69,STORE
2025-03-07 00:00:00,FPO_Jaipur,Mango,38.72,63.65,1355,66.35,11,1000,1000.0,100.0,HIGH,64.19,4.17,86976.49,SELL NOW
2025-03-07 01:00:00,FPO_Nagpur,Mango,22.57,45.97,1300,61.86,11,2000,1201.75,60.09,LOW,67.09,4.17,87223.4,SELL NOW
2025-03-07 02:00:00,FPO_Nagpur,Onion,45.0,85.36,937,33.12,8,2500,611.09,24.44,HIGH,35.53,3.35,33291.22,SELL NOW
2025-03-07 03:00:00,FPO_Nashik,Potato,17.16,90.42,330,20.72,8,500,437.11,87.42,MEDIUM,19.03,2.09,6279.45,SELL NOW
2025-03-07 04:00:00,FPO_Jaipur,Onion,29.02,59.61,1196,31.47,9,1500,1006.86,67.12,LOW,30.07,2.5,35964.94,SELL NOW
2025-03-07 05:00:00,FPO_Jaipur,Potato,27.86,71.85,1635,19.63,14,1000,1000.0,100.0,HIGH,23.15,3.52,37844.52,SELL NOW
2025-03-07 06:00:00,FPO_Lucknow,Onion,26.75,56.79,1313,20.75,12,2000,1208.3,60.42,LOW,24.58,2.61,32267.34,STORE
2025-03-07 07:00:00,FPO_Nagpur,Onion,30.78,54.2,697,35.18,10,2000,863.81,43.19,LOW,31.37,4.24,21867.63,SELL NOW
2025-03-07 08:00:00,FPO_Jaipur,Apple,31.12,65.83,1852,100.91,7,1000,1000.0,100.0,MEDIUM,102.19,2.81,189260.32,SELL NOW
2025-03-07 09:00:00,FPO_Indore,Onion,26.99,95.0,821,26.34,4,500,500.0,100.0,MEDIUM,34.35,1.9,28203.47,STORE
2025-03-07 10:00:00,FPO_Nashik,Mango,21.91,88.93,1088,60.01,12,1000,1000.0,100.0,HIGH,50.25,4.24,54673.87,SELL NOW
2025-03-07 11:00:00,FPO_Surat,Onion,34.29,86.68,553,27.67,12,2000,827.65,41.38,HIGH,29.46,3.94,16288.7,SELL NOW
2025-03-07 12:00:00,FPO_Indore,Potato,31.77,72.78,470,29.49,14,2000,849.08,42.45,MEDIUM,32.65,2.39,15345.54,STORE
2025-03-07 13:00:00,FPO_Indore,Onion,28.69,51.24,1615,33.36,2,1500,1055.65,70.38,LOW,39.66,4.93,64058.43,STORE
2025-03-07 14:00:00,FPO_Surat,Tomato,31.58,80.55,631,22.26,6,1500,633.79,42.25,LOW,24.22,2.91,15281.17,SELL NOW
2025-03-07 15:00:00,FPO_Karnal,Cabbage,32.61,30.0,938,18.58,4,2000,545.81,27.29,LOW,19.65,3.88,18428.32,SELL NOW
2025-03-07 16:00:00,FPO_Karnal,Potato,23.43,70.86,671,23.25,6,1500,520.34,34.69,LOW,29.31,4.69,19665.62,STORE
2025-03-07 17:00:00,FPO_Nashik,Tomato,31.36,81.47,1979,28.67,8,1500,1500.0,100.0,HIGH,31.42,2.05,62172.4,SELL NOW
2025-03-07 18:00:00,FPO_Indore,Potato,24.68,67.27,1531,24.59,3,1500,1064.25,70.95,LOW,36.43,4.58,55772.02,STORE
2025-03-07 19:00:00,FPO_Jaipur,Mango,32.81,89.89,707,59.28,1,2000,427.32,21.37,LOW,65.39,3.96,46231.84,STORE
2025-03-07 20:00:00,FPO_Nagpur,Cabbage,26.85,43.61,254,21.76,5,500,293.42,58.68,LOW,28.83,2.09,7323.94,STORE
2025-03-07 21:00:00,FPO_Nashik,Cabbage,31.67,89.01,236,27.55,12,500,500.0,100.0,HIGH,30.93,3.83,7298.38,SELL NOW
2025-03-07 22:00:00,FPO_Lucknow,Mango,25.4,62.63,1099,62.97,3,2500,733.5,29.34,LOW,75.37,4.56,82833.31,STORE
2025-03-07 23:00:00,FPO_Surat,Cabbage,31.98,86.76,254,31.29,6,1500,404.53,26.97,LOW,31.49,4.3,7997.88,SELL NOW
2025-03-08 00:00:00,FPO_Indore,Mango,22.13,80.3,723,63.67,3,500,500.0,100.0,LOW,60.93,4.16,44049.97,SELL NOW
2025-03-08 01:00:00,FPO_Nashik,Tomato,28.22,87.71,1114,23.82,1,2500,815.49,32.62,LOW,26.35,2.06,29350.66,STORE
2025-03-08 02:00:00,FPO_Ahmedabad,Apple,33.88,79.63,662,101.28,9,1000,838.48,83.85,HIGH,102.97,2.17,68165.65,SELL NOW
2025-03-08 03:00:00,FPO_Ahmedabad,Potato,30.8,75.38,896,20.57,5,1500,781.36,52.09,LOW,22.88,3.42,20499.9,STORE
2025-03-08 04:00:00,FPO_Karnal,Mango,29.15,85.49,1701,55.27,13,500,500.0,100.0,HIGH,68.16,3.53,115945.38,SELL NOW
2025-03-08 05:00:00,FPO_Surat,Potato,38.82,65.83,1972,13.06,13,500,500.0,100.0,HIGH,12.1,4.8,23862.27,SELL NOW
2025-03-08 06:00:00,FPO_Nagpur,Tomato,34.14,74.04,915,39.24,2,500,500.0,100.0,MEDIUM,41.93,3.14,38368.23,SELL NOW
2025-03-08 07:00:00,FPO_Jaipur,Apple,33.13,64.95,1434,97.21,2,2500,980.03,39.2,LOW,92.04,2.56,131986.12,SELL NOW
2025-03-08 08:00:00,FPO_Nagpur,Tomato,31.95,54.71,1449,27.37,11,1000,1000.0,100.0,MEDIUM,39.83,2.17,57719.52,STORE
2025-03-08 09:00:00,FPO_Nagpur,Cabbage,32.7,72.9,1230,26.1,14,1500,1211.0,80.73,HIGH,17.48,1.69,21500.3,SELL NOW
2025-03-08 10:00:00,FPO_Nagpur,Potato,37.94,67.95,931,22.56,9,500,500.0,100.0,HIGH,26.28,1.74,24467.59,SELL NOW
2025-03-08 11:00:00,FPO_Surat,Apple,25.49,83.85,1763,87.39,12,2000,1599.34,79.97,HIGH,83.69,3.51,147538.38,SELL NOW
2025-03-08 12:00:00,FPO_Nagpur,Cabbage,34.06,62.12,1188,24.17,1,1500,699.53,46.64,LOW,20.21,2.12,24010.79,SELL NOW
2025-03-08 13:00:00,FPO_Lucknow,Apple,30.14,53.59,411,108.86,10,2000,549.87,27.49,LOW,107.44,4.48,44157.14,SELL NOW
2025-03-08 14:00:00,FPO_Surat,Cabbage,25.7,83.65,1412,23.94,3,2500,1114.64,44.59,LOW,21.43,3.59,30255.74,SELL NOW
2025-03-08 15:00:00,FPO_Lucknow,Tomato,27.4,65.95,1298,36.18,12,500,500.0,100.0,MEDIUM,40.52,4.53,52598.11,STORE
2025-03-08 16:00:00,FPO_Surat,Mango,29.31,53.13,953,60.16,13,1500,1103.51,73.57,MEDIUM,56.78,3.0,54112.87,SELL NOW
2025-03-08 17:00:00,FPO_Karnal,Potato,22.84,85.84,1337,20.24,13,1500,1375.12,91.67,HIGH,28.45,3.59,38032.52,SELL NOW
2025-03-08 18:00:00,FPO_Nashik,Onion,33.18,78.9,1902,30.72,10,500,500.0,100.0,HIGH,40.39,3.34,76814.12,SELL NOW
2025-03-08 19:00:00,FPO_Ahmedabad,Onion,27.38,92.73,1841,30.19,11,1000,1000.0,100.0,HIGH,41.46,4.95,76325.52,SELL NOW
2025-03-08 20:00:00,FPO_Nagpur,Tomato,28.51,59.89,1374,28.08,7,2500,1057.44,42.3,LOW,23.43,4.29,32186.21,SELL NOW
2025-03-08 21:00:00,FPO_Karnal,Potato,36.14,57.79,635,19.09,14,500,500.0,100.0,HIGH,18.18,3.58,11543.4,SELL NOW
2025-03-08 22:00:00,FPO_Nashik,Potato,28.78,48.7,283,15.18,1,1500,181.79,12.12,LOW,15.77,3.62,4463.73,SELL NOW
2025-03-08 23:00:00,FPO_Ahmedabad,Tomato,37.32,56.5,1435,30.81,2,1000,976.06,97.61,LOW,30.98,2.37,44458.65,SELL NOW
2025-03-09 00:00:00,FPO_Indore,Potato,24.85,59.2,978,22.47,14,1500,952.04,63.47,LOW,29.48,4.07,28834.82,STORE
2025-03-09 01:00:00,FPO_Jaipur,Mango,21.42,75.25,1033,68.32,6,2000,936.79,46.84,LOW,72.91,4.94,75318.17,SELL NOW
2025-03-09 02:00:00,FPO_Lucknow,Tomato,26.26,51.06,660,27.83,9,1500,842.69,56.18,LOW,26.19,1.95,17287.86,SELL NOW
2025-03-09 03:00:00,FPO_Indore,Mango,15.0,55.05,376,52.43,12,2500,561.39,22.46,LOW,54.02,3.73,20311.18,SELL NOW
2025-03-09 04:00:00,FPO_Surat,Potato,33.43,90.45,511,23.61,9,500,500.0,100.0,HIGH,26.45,3.31,13514.09,SELL NOW
2025-03-09 05:00:00,FPO_Ahmedabad,Tomato,21.77,30.0,1917,28.38,12,1500,1495.94,99.73,LOW,30.52,4.48,58510.04,SELL NOW
2025-03-09 06:00:00,FPO_Indore,Potato,24.29,72.2,1382,19.85,8,2000,1139.84,56.99,LOW,19.16,1.5,26485.29,SELL NOW
2025-03-09 07:00:00,FPO_Jaipur,Tomato,32.3,45.64,1924,31.09,14,2000,1680.91,84.05,MEDIUM,28.54,1.98,54918.65,SELL NOW
2025-03-09 08:00:00,FPO_Karnal,Potato,28.71,52.92,385,24.49,3,500,335.05,67.01,LOW,31.25,1.63,12029.44,STORE
2025-03-09 09:00:00,FPO_Ahmedabad,Mango,25.36,86.35,1694,54.02,2,2000,1216.76,60.84,LOW,51.1,2.07,86567.62,SELL NOW
2025-03-09 10:00:00,FPO_Indore,Mango,15.78,66.07,1532,57.66,1,500,500.0,100.0,LOW,64.2,3.98,98353.99,STORE
2025-03-09 11:00:00,FPO_Lucknow,Potato,35.8,95.0,445,27.47,11,2500,548.42,21.94,HIGH,31.66,1.99,14089.16,SELL NOW
2025-03-09 12:00:00,FPO_Lucknow,Tomato,32.34,74.4,1216,23.1,11,500,500.0,100.0,HIGH,21.82,3.68,26535.05,SELL NOW
2025-03-09 13:00:00,FPO_Nashik,Onion,40.33,52.55,583,29.14,9,1000,507.71,50.77,MEDIUM,34.69,4.54,20224.01,STORE
2025-03-09 14:00:00,FPO_Indore,Mango,24.42,73.37,1265,61.14,13,2000,1222.75,61.14,MEDIUM,60.56,1.62,76602.44,SELL NOW
2025-03-09 15:00:00,FPO_Nagpur,Mango,19.27,81.95,484,54.23,14,2000,870.71,43.54,MEDIUM,60.06,1.59,29067.55,STORE
2025-03-09 16:00:00,FPO_Indore,Cabbage,33.97,72.83,1179,24.51,5,1500,913.18,60.88,LOW,23.57,4.96,27791.05,SELL NOW
2025-03-09 17:00:00,FPO_Karnal,Onion,26.87,61.77,1187,29.34,12,1000,1000.0,100.0,MEDIUM,32.89,3.86,39039.46,STORE
2025-03-09 18:00:00,FPO_Ahmedabad,Potato,31.77,39.63,499,20.38,3,1500,313.61,20.91,LOW,23.14,1.99,11545.92,STORE
2025-03-09 19:00:00,FPO_Ahmedabad,Tomato,37.72,60.16,1100,20.35,10,500,500.0,100.0,HIGH,20.25,2.57,22278.62,SELL NOW
2025-03-09 20:00:00,FPO_Karnal,Cabbage,30.33,90.01,1659,25.0,10,2500,1373.42,54.94,MEDIUM,26.42,4.95,43837.03,SELL NOW
2025-03-09 21:00:00,FPO_Indore,Potato,29.0,53.05,1592,18.91,11,2000,1272.47,63.62,LOW,18.69,2.3,29754.18,SELL NOW
2025-03-09 22:00:00,FPO_Karnal,Apple,29.38,58.82,1073,105.33,5,2500,835.52,33.42,LOW,114.18,4.13,122518.6,SELL NOW
2025-03-09 23:00:00,FPO_Jaipur,Mango,18.18,79.9,685,62.08,14,500,500.0,100.0,MEDIUM,61.58,2.34,42179.84,SELL NOW
2025-03-10 00:00:00,FPO_Surat,Apple,34.65,74.3,635,96.11,11,500,500.0,100.0,HIGH,98.76,2.89,62711.77,SELL NOW
2025-03-10 01:00:00,FPO_Karnal,Mango,35.03,45.35,1005,58.02,12,1000,1000.0,100.0,MEDIUM,50.57,4.58,50821.52,SELL NOW
2025-03-10 02:00:00,FPO_Lucknow,Mango,31.18,63.37,1651,60.63,3,1500,1124.68,74.98,LOW,60.19,1.6,99372.68,SELL NOW
2025-03-10 03:00:00,FPO_Karnal,Apple,18.91,86.1,380,98.01,9,2000,620.41,31.02,LOW,104.19,2.58,39591.7,SELL NOW
2025-03-10 04:00:00,FPO_Ahmedabad,Apple,27.27,65.4,1082,92.42,13,2000,1070.8,53.54,MEDIUM,97.8,3.21,105818.28,SELL NOW
2025-03-10 05:00:00,FPO_Lucknow,Potato,36.63,86.47,1076,23.46,1,2500,628.54,25.14,LOW,28.64,3.69,30820.86,STORE
2025-03-10 06:00:00,FPO_Ahmedabad,Cabbage,24.61,87.32,893,27.63,1,1000,728.56,72.86,LOW,30.49,1.6,27224.69,STORE
2025-03-10 07:00:00,FPO_Nashik,Cabbage,35.11,51.09,539,28.7,3,500,265.63,53.13,LOW,32.96,2.94,17767.17,STORE
2025-03-10 08:00:00,FPO_Nagpur,Apple,28.33,60.57,690,104.69,6,1000,624.34,62.43,LOW,114.91,2.71,79288.72,SELL NOW
2025-03-10 09:00:00,FPO_Ahmedabad,Potato,32.28,74.86,694,17.86,11,2000,717.64,35.88,MEDIUM,16.24,1.59,11268.2,SELL NOW
2025-03-10 10:00:00,FPO_Lucknow,Cabbage,25.53,41.93,929,28.92,14,1500,998.73,66.58,LOW,38.06,2.74,35353.52,STORE
2025-03-10 11:00:00,FPO_Nashik,Potato,28.51,61.65,1386,16.29,2,2500,922.36,36.89,LOW,14.88,4.76,20627.47,SELL NOW
2025-03-10 12:00:00,FPO_Ahmedabad,Potato,30.62,73.19,1781,23.79,14,500,500.0,100.0,HIGH,28.3,2.46,50400.97,SELL NOW
2025-03-10 13:00:00,FPO_Jaipur,Mango,21.5,55.67,655,56.46,1,500,325.03,65.01,LOW,55.17,3.55,36138.96,SELL NOW
2025-03-10 14:00:00,FPO_Karnal,Cabbage,29.64,73.82,1315,27.09,8,500,500.0,100.0,MEDIUM,34.33,2.54,45143.84,STORE
2025-03-10 15:00:00,FPO_Nagpur,Cabbage,15.0,56.0,304,17.46,11,1500,553.74,36.92,LOW,14.02,1.87,4262.03,SELL NOW
2025-03-10 16:00:00,FPO_Ahmedabad,Mango,24.39,55.83,918,62.71,10,2000,1054.04,52.7,LOW,60.69,2.51,55713.2,SELL NOW
2025-03-10 17:00:00,FPO_Nashik,Apple,31.26,76.16,638,96.07,9,2000,638.28,31.91,LOW,98.5,3.15,62846.16,SELL NOW
2025-03-10 18:00:00,FPO_Jaipur,Mango,34.72,85.52,1721,62.41,10,1000,1000.0,100.0,HIGH,61.48,2.54,105798.55,SELL NOW
2025-03-10 19:00:00,FPO_Indore,Cabbage,30.84,54.34,1551,26.86,13,1000,1000.0,100.0,MEDIUM,26.31,3.68,40809.9,SELL NOW
2025-03-10 20:00:00,FPO_Nashik,Cabbage,19.66,46.83,850,26.93,12,2000,822.59,41.13,LOW,29.34,4.82,24936.2,SELL NOW
2025-03-10 21:00:00,FPO_Karnal,Apple,34.2,64.44,1764,100.24,1,500,500.0,100.0,LOW,96.98,1.74,171077.05,SELL NOW
2025-03-10 22:00:00,FPO_Nashik,Mango,21.17,72.0,708,54.16,3,1500,663.45,44.23,LOW,57.8,4.01,40925.4,SELL NOW
2025-03-10 23:00:00,FPO_Jaipur,Tomato,31.69,54.19,450,35.45,14,2000,750.35,37.52,LOW,40.29,1.5,18131.59,STORE
2025-03-11 00:00:00,FPO_Nashik,Tomato,21.36,89.91,1164,27.35,5,1500,1006.72,67.11,LOW,22.48,1.5,26164.3,SELL NOW
2025-03-11 01:00:00,FPO_Jaipur,Apple,23.36,62.8,1414,99.34,7,2500,1425.07,57.0,LOW,103.56,1.97,146431.99,SELL NOW
2025-03-11 02:00:00,FPO_Ahmedabad,Mango,22.26,54.06,246,66.92,10,500,500.0,100.0,LOW,70.94,3.18,17451.22,SELL NOW
2025-03-11 03:00:00,FPO_Surat,Mango,28.83,93.98,1078,55.56,4,2500,925.77,37.03,LOW,60.74,1.67,65476.69,SELL NOW
2025-03-11 04:00:00,FPO_Jaipur,Potato,26.83,84.0,1474,21.76,6,2000,1073.87,53.69,LOW,25.34,4.03,37353.06,STORE
2025-03-11 05:00:00,FPO_Jaipur,Cabbage,31.05,54.09,1217,25.85,1,1000,639.86,63.99,LOW,30.61,1.6,37249.1,STORE
2025-03-11 06:00:00,FPO_Nagpur,Onion,27.89,81.01,974,28.84,4,2000,766.12,38.31,LOW,33.58,3.23,32710.03,STORE
2025-03-11 07:00:00,FPO_Jaipur,Apple,18.89,55.16,1084,101.37,8,2500,989.34,39.57,LOW,105.59,3.87,114463.03,SELL NOW
2025-03-11 08:00:00,FPO_Jaipur,Onion,29.65,76.51,263,27.09,5,1500,255.64,17.04,LOW,31.96,2.33,8404.29,STORE
2025-03-11 09:00:00,FPO_Indore,Onion,17.43,91.66,519,29.66,8,2000,698.54,34.93,LOW,40.36,3.53,20949.28,STORE
2025-03-11 10:00:00,FPO_Surat,Apple,22.7,46.87,1059,100.66,12,1000,868.49,86.85,LOW,110.2,2.42,116706.69,SELL NOW
2025-03-11 11:00:00,FPO_Ahmedabad,Mango,25.82,56.93,979,66.84,1,2500,419.49,16.78,LOW,69.27,2.25,67811.9,SELL NOW
2025-03-11 12:00:00,FPO_Karnal,Apple,25.4,57.26,1747,108.28,13,2000,1560.51,78.03,LOW,108.16,4.36,188958.06,SELL NOW
2025-03-11 13:00:00,FPO_Nagpur,Onion,18.12,68.98,1515,30.85,10,2500,1556.02,62.24,LOW,40.2,2.67,60902.68,STORE
2025-03-11 14:00:00,FPO_Indore,Cabbage,36.23,72.1,228,31.0,9,2500,234.58,9.38,LOW,45.44,4.35,10359.84,STORE
2025-03-11 15:00:00,FPO_Lucknow,Cabbage,37.89,63.66,1874,21.37,4,500,500.0,100.0,MEDIUM,24.23,2.26,45413.03,STORE
2025-03-11 16:00:00,FPO_Surat,Cabbage,41.5,39.77,636,36.26,9,1500,513.83,34.26,LOW,41.76,2.75,26556.22,STORE
2025-03-11 17:00:00,FPO_Ahmedabad,Mango,34.89,46.53,1820,58.78,8,500,500.0,100.0,LOW,60.15,1.86,109469.23,SELL NOW
2025-03-11 18:00:00,FPO_Ahmedabad,Tomato,25.63,51.75,1809,27.84,8,2500,1355.03,54.2,LOW,33.49,3.24,60585.49,STORE
2025-03-11 19:00:00,FPO_Lucknow,Apple,25.52,73.4,962,102.66,13,1000,986.29,98.63,HIGH,95.75,2.84,92109.98,SELL NOW
2025-03-11 20:00:00,FPO_Karnal,Cabbage,25.19,44.07,935,29.26,12,1000,1000.0,100.0,LOW,29.64,1.52,27713.98,SELL NOW
2025-03-11 21:00:00,FPO_Jaipur,Apple,39.91,51.29,1270,99.14,2,500,500.0,100.0,LOW,105.76,3.13,134316.23,SELL NOW
2025-03-11 22:00:00,FPO_Indore,Cabbage,27.31,48.0,1640,14.96,14,1000,1000.0,100.0,MEDIUM,13.58,1.76,22277.97,SELL NOW
2025-03-11 23:00:00,FPO_Nashik,Mango,35.62,70.12,1816,63.28,3,2500,1130.44,45.22,LOW,69.05,4.43,125398.62,SELL NOW
2025-03-12 00:00:00,FPO_Nagpur,Tomato,35.15,81.98,650,23.45,10,2000,761.62,38.08,MEDIUM,29.05,3.23,18882.56,STORE
2025-03-12 01:00:00,FPO_Nashik,Tomato,29.14,67.31,832,31.87,9,2500,940.69,37.63,LOW,37.77,3.92,31421.92,STORE
2025-03-12 02:00:00,FPO_Lucknow,Cabbage,19.29,94.9,1778,28.76,3,2000,1322.45,66.12,LOW,29.22,4.37,51961.68,SELL NOW
2025-03-12 03:00:00,FPO_Ahmedabad,Mango,27.44,67.31,1881,60.96,14,1000,1000.0,100.0,HIGH,67.79,1.68,127511.35,SELL NOW
2025-03-12 04:00:00,FPO_Karnal,Potato,28.88,63.59,1297,26.52,14,1500,1250.7,83.38,MEDIUM,38.76,2.68,50276.44,STORE
